Halobacterium sp. NRC-1, complete genome
Product Name	Start	End	Strand	Length	Gi	GeneID	Locus	Locus_tag	COG(s)
replication factor C small subunit 	1696383	1697351	+	322	15791090	1448696	rfc	VNG2280G	COG0470L
hypothetical protein VNG2281C 	1697360	1698343	-	327	15791091	1448697	-	VNG2281C	COG0435O
hypothetical protein VNG2282C 	1698333	1699142	+	269	15791092	1448698	-	VNG2282C	COG1651O
alanyl-tRNA synthetase 	1699204	1701993	+	929	15791093	1448699	alaS	VNG2283G	COG0013J
hypothetical protein VNG2284G 	1702009	1702398	-	129	15791094	1448700	hisI	VNG2284G	COG0139E
hypothetical protein VNG2285C 	1702444	1703100	-	218	15791095	1448701	-	VNG2285C	COG1989NOU
methylaspartate mutase subunit S 	1703613	1704062	+	149	15791096	1448702	mamA	VNG2286G	COG2185I
MamB 	1704069	1705499	+	476	15791097	1448703	mamB	VNG2288G	COG4865E
Mal 	1705499	1706755	+	418	15791098	1448704	mal	VNG2289G	COG3799E
MaoC1 	1706814	1707440	+	208	15791099	1448705	maoC1	VNG2290G	COG2030I
4-hydroxybutyrate CoA transferase 	1707437	1708912	+	491	15791100	1448706	cat	VNG2291G	COG0427C
hypothetical protein VNG2292H 	1708941	1710236	-	431	15791101	1448707	-	VNG2292H	-
Fer2 	1710444	1710833	-	129	15791102	1448708	fer2	VNG2293G	COG0633C
1-(5-phosphoribosyl)-5-	1710976	1711704	+	242	15791103	1448709	hisA	VNG2294G	COG0106E
hypothetical protein VNG2295G 	1711756	1712346	+	196	15791104	1448710	hisB	VNG2295G	COG0131E
hypothetical protein VNG2297H 	1712375	1712872	-	165	15791105	1448711	-	VNG2297H	-
hypothetical protein VNG2296C 	1713014	1713502	+	162	15791106	1448712	-	VNG2296C	COG2150R
hypothetical protein VNG2298H 	1713499	1714152	-	217	15791107	1448713	-	VNG2298H	-
hypothetical protein VNG2298a 	1713943	1714563	+	206	16554514	1449066	-	VNG2298a	COG1739S
hypothetical protein VNG2299H 	1714614	1714823	+	69	15791108	1448714	-	VNG2299H	-
TxrB3 	1714837	1715721	+	294	15791109	1448715	txrB3	VNG2301G	COG0492O
YuxL 	1715785	1717809	+	674	15791110	1448716	yuxL	VNG2302G	COG1506E
hypothetical protein VNG2304H 	1717821	1718060	-	79	15791111	1448717	-	VNG2304H	-
uracil phosphoribosyltransferase 	1718107	1718790	-	227	15791112	1448718	upp	VNG2305C	COG0035F
hypothetical protein VNG2306H 	1718884	1719567	+	227	15791113	1448719	-	VNG2306H	-
hypothetical protein VNG2307C 	1719630	1720811	+	393	15791114	1448720	-	VNG2307C	COG0306P
Hlp 	1720826	1722199	-	457	15791115	1448721	hlp	VNG2308G	COG1253R
hypothetical protein VNG2310H 	1722306	1722596	+	96	15791116	1448722	-	VNG2310H	COG0695O
hypothetical protein VNG2311H 	1722596	1723111	+	171	15791117	1448723	-	VNG2311H	COG1225O
hypothetical protein VNG2312C 	1723198	1723794	+	198	15791118	1448724	-	VNG2312C	COG0009J
hypothetical protein VNG2313H 	1724502	1725077	-	191	15791119	1448725	-	VNG2313H	-
hypothetical protein VNG2314H 	1725128	1725775	-	215	15791120	1448726	-	VNG2314H	-
hypothetical protein VNG2315H 	1725842	1726606	-	254	15791121	1448727	-	VNG2315H	-
hypothetical protein VNG2316C 	1726551	1727159	+	202	15791122	1448728	-	VNG2316C	COG1268R
CbiO1 	1727159	1727857	+	232	15791123	1448729	cbiO1	VNG2317G	COG1122P
HdrD 	1728729	1730762	+	677	15791124	1448730	hdrD	VNG2320G	COG0247C
YdaJ 	1730838	1731404	-	188	15791125	1448731	ydaJ	VNG2321G	COG1670J
delta-aminolevulinic acid dehydratase 	1731824	1732804	+	326	15791126	1448732	hem2	VNG2322G	COG0113H
hypothetical protein VNG2323H 	1732811	1733473	+	220	15791127	1448733	-	VNG2323H	-
hypothetical protein VNG2324H 	1733850	1734221	+	123	15791128	1448734	-	VNG2324H	-
hypothetical protein VNG2326G 	1734261	1735598	+	445	15791129	1448735	hemL	VNG2326G	COG0001H
hypothetical protein VNG2328H 	1735647	1736165	+	172	15791130	1448736	-	VNG2328H	-
hypothetical protein VNG2329C 	1736162	1736689	+	175	15791131	1448737	-	VNG2329C	-
Hem3 	1736746	1737936	+	396	15791132	1448738	hem3	VNG2330G	COG0181H
S-adenosyl-L-methionine:uroporphyrinogen III methyltransferase 	1737938	1738678	+	246	15791133	1448739	uroM	VNG2331G	COG0007H
uroporphyrinogen-III synthase 	1738675	1739391	+	238	161349972	1448740	hemD	VNG2332G	COG1587H
hypothetical protein VNG2333C 	1739430	1740857	+	475	15791135	1448741	-	VNG2333C	COG0608L
hypothetical protein VNG2334C 	1740866	1744771	-	1301	15791136	1448742	-	VNG2334C	COG0642T
hypothetical protein VNG2335H 	1744977	1745762	+	261	15791137	1448743	-	VNG2335H	-
hypothetical protein VNG2337C 	1745788	1746138	+	116	15791138	1448744	-	VNG2337C	COG0694O
DNA polymerase II large subunit 	1746166	1750278	-	1370	15791139	1448745	polA2	VNG2338G	COG1933L
hypothetical protein VNG2339C 	1750278	1750697	-	139	15791140	1448746	-	VNG2339C	COG1661R
hypothetical protein VNG2340H 	1750823	1751614	+	263	15791141	1448747	-	VNG2340H	-
hypothetical protein VNG2341H 	1751629	1751850	-	73	15791142	1448748	-	VNG2341H	-
hypothetical protein VNG2342H 	1751873	1752277	-	134	15791143	1448749	-	VNG2342H	-
YkfD 	1752286	1753623	-	445	15791144	1448750	ykfD	VNG2343G	COG1123R
OppD2 	1753620	1754711	-	363	15791145	1448751	oppD2	VNG2344G	COG0444EP
hypothetical protein VNG2346G 	1754712	1756292	-	526	15791146	1448752	dppC2	VNG2346G	COG1173EP
DppB1 	1756297	1757388	-	363	15791147	1448753	dppB1	VNG2347G	COG0601EP
hypothetical protein VNG2349G 	1757520	1759496	-	658	15791148	1448754	dppA	VNG2349G	COG0747E
hypothetical protein VNG2351C 	1759702	1760559	+	285	15791149	1448755	-	VNG2351C	COG2524K
glycyl-tRNA synthetase 	1760552	1762282	+	576	15791150	1448756	glyS	VNG2352G	COG0423J
hypothetical protein VNG2353H 	1762507	1762836	+	109	15791151	1448757	-	VNG2353H	-
Hef nuclease 	1762885	1765239	+	784	15791152	1448758	eif4a	VNG2356G	COG1111L
AppA 	1765447	1767408	+	653	15791153	1448759	appA	VNG2358G	COG0747E
AppB 	1767435	1768415	+	326	15791154	1448760	appB	VNG2359G	COG0601EP
AppC 	1768417	1769577	+	386	15791155	1448761	appC	VNG2361G	COG1173EP
oligopeptide ABC transporter ATPase 	1769595	1770602	+	335	16554515	1449067	oppD1	VNG2363Gm	COG0444EP
AppF 	1770599	1771921	+	440	15791157	1448762	appF	VNG2365G	COG1123R
hypothetical protein VNG2366C 	1771918	1772466	-	182	15791158	1448763	-	VNG2366C	COG1645R
malate dehydrogenase 	1772642	1773556	+	304	15791159	1448764	mdhA	VNG2367G	COG0039C
hypothetical protein VNG2370C 	1773582	1773830	-	82	15791160	1448765	-	VNG2370C	COG1141C
ski2-like helicase 	1773915	1776266	+	783	15791161	1448766	rad24b	VNG2368G	COG1204R
hypothetical protein VNG2369C 	1776518	1776760	+	80	15791162	1448767	-	VNG2369C	-
IMP cyclohydrolase 	1777089	1777673	+	194	15791163	1448769	-	VNG2371C	COG3363F
DNA repair protein 	1777719	1778402	+	227	15791164	1448770	rad24c	VNG2372G	COG0622R
tryptophanase 	1778408	1779871	-	487	15791165	1448771	tnaA	VNG2373G	COG3033E
aspartate kinase 	1779843	1781027	-	394	16554516	1449068	lysC	VNG2374Gm	COG0527E
hypothetical protein VNG2376H 	1781166	1781561	+	131	15791167	1448772	-	VNG2376H	-
hypothetical protein VNG2377G 	1781563	1782360	-	265	15791168	1448773	nosY	VNG2377G	COG1277R
NosF1 	1782357	1783271	-	304	15791169	1448774	nosF1	VNG2378G	COG1131V
hypothetical protein VNG2379H 	1783339	1783593	-	84	15791170	1448775	-	VNG2379H	-
hypothetical protein VNG2380H 	1783654	1784313	-	219	15791171	1448776	-	VNG2380H	-
UvrC 	1784408	1786180	+	590	15791172	1448777	uvrC	VNG2381G	COG0322L
ribonucleotide-diphosphate reductase subunit beta 	1786190	1787185	-	331	15791173	1448778	nrdA	VNG2383G	COG0208F
ribonucleotide-diphosphate reductase alpha subunit 	1787185	1789599	-	804	15791174	1448779	nrdB1	VNG2384G	COG0209F
hypothetical protein VNG2385H 	1789808	1789984	+	58	15791175	1448780	-	VNG2385H	-
hypothetical protein VNG2386C 	1789985	1790326	-	113	15791176	1448781	-	VNG2386C	COG0589T
hypothetical protein VNG2387H 	1790325	1791011	+	228	15791177	1448782	-	VNG2387H	-
excinuclease ABC subunit B 	1791684	1793753	-	689	15791178	1448783	uvrB	VNG2390G	COG0556L
hypothetical protein VNG2392H 	1793801	1794433	-	210	15791179	1448784	-	VNG2392H	-
TssA 	1794527	1795408	-	293	15791180	1448785	tssA	VNG2393G	COG2897P
TssB 	1795504	1796277	+	257	15791181	1448786	tssB	VNG2394G	COG2897P
hypothetical protein VNG2395C 	1796340	1797398	+	352	15791182	1448787	-	VNG2395C	COG4143H
CysT1 	1797395	1799215	+	606	15791183	1448788	cysT1	VNG2396G	COG1178P
hypothetical protein VNG2397G 	1799212	1800243	+	343	15791184	1448789	cysA	VNG2397G	COG3842E
24-sterol C-methyltransferase 	1800247	1800969	-	240	15791185	1448790	scm	VNG2398G	COG2226H
hypothetical protein VNG2399H 	1800999	1801430	+	143	15791186	1448791	-	VNG2399H	COG4711S
hypothetical protein VNG2400H 	1801477	1802088	+	203	15791187	1448792	-	VNG2400H	COG2874NU
hypothetical protein VNG2403H 	1802096	1802881	-	261	15791188	1448793	-	VNG2403H	-
hypothetical protein VNG2402H 	1802881	1802985	-	34	15791189	1448794	-	VNG2402H	-
DNA damage-inducible protein 	1803013	1804554	-	513	15791190	1448795	dip1	VNG2404G	COG0534V
hypothetical protein VNG2406C 	1804702	1805370	-	222	15791191	1448796	-	VNG2406C	COG3364R
hypothetical protein VNG2408C 	1805370	1805693	-	107	15791192	1448797	-	VNG2408C	COG3365S
GTP-binding protein 	1805775	1806443	-	222	15791193	1448798	gbp3	VNG2410G	COG1100R
Orc7 	1807230	1808786	+	518	15791194	1448799	orc7	VNG2411G	COG1474LO
hypothetical protein VNG2412H 	1808793	1809071	-	92	15791195	1448800	-	VNG2412H	-
hypothetical protein VNG2413H 	1809086	1809604	-	172	15791196	1448801	-	VNG2413H	COG2259S
hypothetical protein VNG2414H 	1809646	1810137	+	163	15791197	1448802	-	VNG2414H	-
hypothetical protein VNG2415H 	1810134	1810406	+	90	15791198	1448803	-	VNG2415H	-
Sec11 	1810411	1811130	-	239	15791199	1448804	sec11	VNG2416G	COG0681U
DNA polymerase II small subunit 	1811590	1812768	+	392	15791200	1448805	polA1	VNG2417G	COG1311L
AspC1 	1812830	1814005	+	391	15791201	1448806	aspC1	VNG2418G	COG0075E
hypothetical protein VNG2419C 	1814015	1815178	-	387	15791202	1448807	-	VNG2419C	-
MetA 	1815268	1816473	+	401	15791203	1448808	metA	VNG2420G	COG2021E
O-acetylhomoserine aminocarboxypropyltransferase 	1816543	1817838	+	431	15791204	1448809	hal	VNG2421G	COG2873E
hypothetical protein VNG2422G 	1817907	1820945	+	1012	15791205	1448810	glcD	VNG2422G	COG0277C
hypothetical protein VNG2423G 	1820955	1821662	-	235	15791206	1448811	serB	VNG2423G	COG0560E
D-3-phosphoglycerate dehydrogenase 	1821747	1823330	+	527	15791207	1448812	serA1	VNG2424G	COG0111HE
Act 	1823392	1823835	+	147	15791208	1448813	act	VNG2426G	COG1607I
D-lactate dehydrogenase 	1824017	1825078	+	353	15791209	1448814	dld	VNG2429G	COG2814G
threonine synthase 	1825082	1826329	-	415	15791210	1448815	thrC1	VNG2430G	COG0498E
hypothetical protein VNG2431C 	1826400	1826666	-	88	15791211	1448816	-	VNG2431C	-
hypothetical protein VNG2432C 	1826736	1827050	-	104	15791212	1448817	-	VNG2432C	COG0393S
hypothetical protein VNG2433H 	1827120	1827608	-	162	15791213	1448818	-	VNG2433H	-
argininosuccinate lyase 	1827624	1829081	-	485	15791214	1448819	argH	VNG2436G	COG0165E
hypothetical protein VNG2437G 	1829078	1830268	-	396	15791215	1448820	argG	VNG2437G	COG0137E
hypothetical protein VNG2439H 	1830494	1830991	-	165	15791216	1448821	-	VNG2439H	-
hypothetical protein VNG2440H 	1831119	1831307	+	62	15791217	1448822	-	VNG2440H	-
Rad3b 	1831314	1833512	-	732	15791218	1448823	rad3b	VNG2441G	COG1199KL
hypothetical protein VNG2442H 	1833667	1833810	+	47	15791219	1448824	-	VNG2442H	-
DpsA 	1833843	1834391	-	182	15791220	1448825	dpsA	VNG2443G	COG0783P
hypothetical protein VNG2444C 	1834499	1835107	+	202	15791221	1448826	-	VNG2444C	COG0622R
hypothetical protein VNG2445C 	1835158	1835790	-	210	15791222	1448827	-	VNG2445C	-
hypothetical protein VNG2446H 	1835869	1836027	+	52	15791223	1448828	-	VNG2446H	-
threonine aldolase 	1836024	1837097	-	357	15791224	1448829	lta	VNG2447G	COG2008E
PepB2 	1837127	1838236	+	369	15791225	1448830	pepB2	VNG2449G	COG2309E
hypothetical protein VNG2451H 	1838406	1838513	+	35	15791226	1448831	-	VNG2451H	-
hypothetical protein VNG2452C 	1838756	1839328	+	190	15791227	1448833	-	VNG2452C	COG0237H
hypothetical protein VNG2454C 	1839321	1839737	+	138	15791228	1448834	-	VNG2454C	COG1931S
hypothetical protein VNG2455C 	1839744	1840484	-	246	15791229	1448835	-	VNG2455C	COG3366S
ABC transporter permease 	1840774	1841331	-	185	16554517	1449069	-	VNG2456Cm	COG1824P
hypothetical protein VNG2458C 	1841332	1841904	-	190	15791231	1448836	-	VNG2458C	COG1824P
Srp54 	1841954	1843336	-	460	15791232	1448837	srp54	VNG2459G	COG0541U
hypothetical protein VNG2461H 	1843458	1843886	+	142	15791233	1448838	-	VNG2461H	-
signal recognition particle receptor 	1843883	1845004	-	373	15791234	1448839	dpa	VNG2462G	COG0552U
hypothetical protein VNG2465C 	1845012	1845476	-	154	15791235	1448840	-	VNG2465C	COG1730O
translation initiation factor IF-6 	1845619	1846281	-	220	16554518	1449070	EIF6	VNG2466a	COG1976J
50S ribosomal protein L31e 	1846287	1846565	-	92	15791237	1448841	rpl31e	VNG2467G	COG2097J
50S ribosomal protein L39e 	1846565	1846717	-	50	15791238	1448842	rpl39e	VNG2469G	COG2167J
hypothetical protein VNG2468C 	1846853	1847644	+	263	15791239	1448843	-	VNG2468C	COG3063NU
hypothetical protein VNG2470C 	1847641	1847949	+	102	15791240	1448844	-	VNG2470C	COG2412S
hypothetical protein VNG2471G 	1848020	1849267	+	415	15791241	1448845	nifS	VNG2471G	COG0520E
hypothetical protein VNG2472G 	1849321	1849749	+	142	15791242	1448846	nifU	VNG2472G	COG0822C
DNA repair and recombination protein RadA 	1849762	1850922	-	386	15791243	1448847	radA	VNG2473G	COG0468L
hypothetical protein VNG2474C 	1850921	1852024	+	367	15791244	1448848	-	VNG2474C	COG1499J
hypothetical protein VNG2475C 	1852017	1853057	+	346	15791245	1448849	-	VNG2475C	COG2520R
hypothetical protein VNG2476C 	1853446	1855077	-	543	15791246	1448850	-	VNG2476C	COG1199KL
hypothetical protein VNG2477H 	1855271	1855378	-	35	15791247	1448851	-	VNG2477H	-
hypothetical protein VNG2480Hm 	1855514	1856632	-	372	16554519	1449071	-	VNG2480Hm	COG0704P
PstB1 	1856718	1857755	-	345	15791249	1448852	pstB1	VNG2482G	COG1117P
PstA1 	1857748	1859352	-	534	15791250	1448853	pstA1	VNG2483G	COG0581P
PstC1 	1859352	1860467	-	371	15791251	1448854	pstC1	VNG2484G	COG0573P
YqgG 	1860511	1861650	-	379	15791252	1448855	yqgG	VNG2486G	COG0226P
hypothetical protein VNG2488C 	1861805	1862707	+	300	15791253	1448856	-	VNG2488C	COG0702MG
hypothetical protein VNG2490H 	1862700	1863449	+	249	15791254	1448857	-	VNG2490H	-
hypothetical protein VNG2493C 	1864085	1864888	+	267	15791255	1448858	-	VNG2493C	COG0613R
hypothetical protein VNG2495H 	1864885	1865133	-	82	15791256	1448859	-	VNG2495H	-
FerB 	1865117	1865437	-	106	15791257	1448860	ferB	VNG2496G	COG1143C
hypothetical protein VNG2497H 	1865502	1865996	+	164	15791258	1448861	-	VNG2497H	COG3837S
hypothetical protein VNG2498H 	1866003	1866383	+	126	15791259	1448862	-	VNG2498H	-
GcdH 	1866390	1867403	-	337	15791260	1448863	gcdH	VNG2499G	COG1960I
hypothetical protein VNG2501C 	1867590	1868285	-	231	15791261	1448864	-	VNG2501C	COG0518F
hypothetical protein VNG2502C 	1868371	1869552	+	393	15791262	1448865	-	VNG2502C	COG1078R
phenylalanyl-tRNA synthetase subunit alpha 	1869757	1871265	+	502	15791263	1448866	pheS	VNG2504G	COG0016J
phenylalanyl-tRNA synthetase subunit beta 	1871265	1872968	+	567	15791264	1448867	pheT	VNG2505G	COG0072J
dihydroorotate dehydrogenase 2 	1872969	1874018	-	349	15791265	1448868	pyrD	VNG2507G	COG0167F
hypothetical protein VNG2508C 	1874236	1874547	+	103	15791266	1448869	-	VNG2508C	-
hypothetical protein VNG2509H 	1881134	1881790	+	218	15791267	1448875	-	VNG2509H	-
hypothetical protein VNG2510H 	1881839	1882036	+	65	15791268	1448876	-	VNG2510H	-
hypothetical protein VNG2511H 	1882189	1882320	-	43	15791269	1448878	-	VNG2511H	-
Epf1 	1882378	1883610	-	410	15791270	1448879	epf1	VNG2512G	COG1236J
AldY1 	1883735	1885204	+	489	15791271	1448880	aldY1	VNG2513G	COG1012C
30S ribosomal protein S6e 	1885376	1885771	+	131	15791272	1448881	rps6e	VNG2514G	COG2125J
hypothetical protein VNG2515H 	1886025	1886285	+	86	15791273	1448882	-	VNG2515H	-
hypothetical protein VNG2516C 	1886292	1887203	+	303	15791274	1448883	-	VNG2516C	COG0524G
hypothetical protein VNG2518C 	1887200	1888003	-	267	15791275	1448884	-	VNG2518C	COG0434R
hypothetical protein VNG2519H 	1888045	1889127	-	360	15791276	1448885	-	VNG2519H	COG2404R
hypothetical protein VNG2520C 	1889187	1889660	-	157	15791277	1448886	-	VNG2520C	COG0589T
hypothetical protein VNG2521H 	1889712	1890155	+	147	15791278	1448887	-	VNG2521H	-
hypothetical protein VNG2522C 	1890170	1890721	-	183	15791279	1448888	-	VNG2522C	COG0456R
hypothetical protein VNG2523H 	1890711	1891115	-	134	15791280	1448889	-	VNG2523H	COG0589T
hypothetical protein VNG2524H 	1891191	1891811	+	206	15791281	1448890	-	VNG2524H	-
hypothetical protein VNG2525H 	1891808	1892323	-	171	15791282	1448891	-	VNG2525H	-
hypothetical protein VNG2526G 	1892426	1895257	+	943	15791283	1448892	dppF	VNG2526G	COG4608E
hypothetical protein VNG2527G 	1895306	1897006	+	566	15791284	1448893	dppD	VNG2527G	COG0747E
hypothetical protein VNG2529G 	1897064	1898107	+	347	15791285	1448894	dppB2	VNG2529G	COG0601EP
DppC1 	1898114	1899061	+	315	15791286	1448895	dppC1	VNG2531G	COG1173EP
hypothetical protein VNG2532H 	1899063	1899422	+	119	15791287	1448896	-	VNG2532H	-
dihydroorotase 	1899427	1900695	-	422	15791288	1448897	pyrC	VNG2533G	COG0044F
hypothetical protein VNG2536C 	1900720	1901403	-	227	15791289	1448898	-	VNG2536C	COG0095H
hypothetical protein VNG2534C 	1901458	1902318	+	286	15791290	1448899	-	VNG2534C	-
hypothetical protein VNG2535H 	1902361	1902801	+	146	15791291	1448900	-	VNG2535H	-
EntB 	1902806	1903378	-	190	15791292	1448901	entB	VNG2537G	COG1335Q
hypothetical protein VNG2539H 	1903499	1905028	+	509	15791293	1448902	-	VNG2539H	-
nicotinate phosphoribosyltransferase 	1905159	1906304	+	381	16554520	1449072	pncB	VNG2541Cm	COG1488H
hypothetical protein VNG2543C 	1906294	1906926	-	210	15791295	1448903	-	VNG2543C	COG2078S
hypothetical protein VNG2544H 	1906993	1907088	-	31	15791296	1448904	-	VNG2544H	-
PepB3 	1907681	1908784	-	367	15791297	1448906	pepB3	VNG2546G	COG2309E
valyl-tRNA synthetase 	1908841	1911486	-	881	15791298	1448907	valS	VNG2547G	COG0525J
hypothetical protein VNG2549C 	1911770	1912900	+	376	15791299	1448908	-	VNG2549C	COG0614P
FhuG 	1912908	1914029	+	373	15791300	1448909	fhuG	VNG2551G	COG0609P
YfmF 	1914032	1914853	+	273	15791301	1448910	yfmF	VNG2552G	COG1120PH
6-phosphogluconate dehydrogenase-like protein 	1915106	1916023	+	305	15791302	1448911	yqeC	VNG2553G	COG1023G
hypothetical protein VNG2554H 	1916020	1916601	-	193	15791303	1448912	-	VNG2554H	COG4977K
hypothetical protein VNG2555C 	1916695	1917273	+	192	15791304	1448913	-	VNG2555C	COG0633C
hypothetical protein VNG2556H 	1917494	1917904	-	136	15791305	1448915	-	VNG2556H	-
hypothetical protein VNG2558G 	1918048	1918968	-	306	15791306	1448916	fepC	VNG2558G	COG1120PH
YfmD2 	1918972	1920051	-	359	15791307	1448917	yfmD2	VNG2560G	COG0609P
hypothetical protein VNG2562H 	1920058	1921212	-	384	15791308	1448918	-	VNG2562H	COG0614P
hypothetical protein VNG2563H 	1921302	1922165	-	287	15791309	1448919	-	VNG2563H	-
TRK potassium uptake system protein 	1922429	1923976	+	515	15791310	1448920	trkH3	VNG2565G	COG0168P
hypothetical protein VNG2566H 	1924311	1926428	+	705	15791311	1448921	-	VNG2566H	-
hypothetical protein VNG2567C 	1926895	1927356	-	153	15791312	1448923	-	VNG2567C	COG3354N
hypothetical protein VNG2569H 	1927515	1928057	+	180	15791313	1448924	-	VNG2569H	-
deoxyuridine 5'-triphosphate nucleotidohydrolase 	1928058	1928555	-	165	15791314	1448925	dcd	VNG2570G	COG0717F
Hly 	1928690	1930267	+	525	15791315	1448926	hly	VNG2573G	COG1404O
aconitate hydratase 	1930439	1932424	+	661	15791316	1448927	can	VNG2574G	COG1048C
Pab N-terminal acetyltransferase 	1932464	1933003	+	179	15791317	1448928	rimI	VNG2575G	COG0456R
hypothetical protein VNG2576H 	1933026	1933385	+	119	15791318	1448929	-	VNG2576H	-
hypothetical protein VNG2577C 	1933410	1933832	+	140	15791319	1448930	-	VNG2577C	-
Idr1 	1933811	1934248	-	145	15791320	1448931	idr1	VNG2579G	COG1321K
hypothetical protein VNG2580C 	1934329	1934907	+	192	15791321	1448932	-	VNG2580C	-
hypothetical protein VNG2581H 	1935013	1935207	+	64	15791322	1448933	-	VNG2581H	-
hypothetical protein VNG2582H 	1935261	1935623	+	120	15791323	1448934	-	VNG2582H	COG0607P
translation initiation factor Sui1 	1935688	1935981	-	97	15791324	1448935	-	VNG2584C	COG0023J
hypothetical protein VNG2585H 	1936134	1936334	+	66	15791325	1448936	-	VNG2585H	-
F420-0--gamma-glutamyl ligase 	1936344	1937105	-	253	15791326	1448937	-	VNG2586C	COG1478S
GTP-binding protein 	1937298	1937918	-	206	15791327	1448938	-	VNG2587C	COG0218R
hypothetical protein VNG2589C 	1938030	1938773	+	247	15791328	1448939	-	VNG2589C	COG2968S
hypothetical protein VNG2591C 	1939254	1940129	+	291	15791329	1448940	-	VNG2591C	COG1808S
hypothetical protein VNG2593H 	1940155	1940475	+	106	15791330	1448941	-	VNG2593H	-
GTP-binding protein 	1940522	1941505	-	327	15791331	1448942	gbp4	VNG2595G	COG1084R
hypothetical protein VNG2594C 	1941587	1941940	+	117	15791332	1448943	-	VNG2594C	-
hypothetical protein VNG2596G 	1942002	1942289	-	95	15791333	1448944	hisI	VNG2596G	COG0140E
hypothetical protein VNG2597C 	1942282	1942740	-	152	15791334	1448945	-	VNG2597C	COG1259S
glutamine amidotransferase subunit PdxT 	1942737	1943348	-	203	15791335	1448946	hisH1	VNG2598G	COG0311H
preprotein translocase subunit SecG 	1943386	1943547	-	53	15791336	1448947	-	VNG2599H	COG4023U
hypothetical protein VNG2600G 	1943660	1943929	+	89	15791337	1448948	trxA2	VNG2600G	COG3118O
hypothetical protein VNG2602G 	1944035	1945891	+	618	15791338	1448949	arsB	VNG2602G	COG0471P
hypothetical protein VNG2603H 	1945888	1946232	-	114	15791339	1448950	-	VNG2603H	-
ribulose-1,5-biphosphate synthetase 	1946319	1947251	+	310	16554521	1449073	THI1	VNG2604Gm	COG1635H
hypothetical protein VNG2606G 	1947251	1948588	+	445	15791341	1448951	thiD	VNG2606G	COG0351H
hypothetical protein VNG2607C 	1948559	1949227	-	222	15791342	1448952	-	VNG2607C	COG2085R
hypothetical protein VNG2608C 	1949316	1950188	-	290	15791343	1448953	-	VNG2608C	COG0546R
hypothetical protein VNG2608a 	1950221	1950610	-	129	16554522	1449074	-	VNG2608a	COG1255S
archaemetzincin-like protein 	1950650	1951171	+	173	15791344	1448954	-	VNG2610C	COG1913R
GTP-binding protein 	1951188	1952477	-	429	15791345	1448955	hflX1	VNG2611G	COG2262R
putative ATPase RIL 	1952690	1954522	-	610	15791346	1448956	rli	VNG2612G	COG1245R
hypothetical protein VNG2613H 	1954525	1954824	-	99	15791347	1448957	-	VNG2613H	-
hypothetical protein VNG2614H 	1954955	1955227	+	90	15791348	1448958	-	VNG2614H	-
ATPase 	1955274	1957133	-	619	15791349	1448959	-	VNG2615C	COG1855R
Cxp 	1957549	1959057	+	502	15791350	1448960	cxp	VNG2616G	COG2317E
Adh2 	1959213	1960256	+	347	15791351	1448961	adh2	VNG2617G	COG1063ER
hypothetical protein VNG2619H 	1960353	1960535	+	60	15791352	1448962	-	VNG2619H	-
hypothetical protein VNG2620G 	1960727	1962556	+	609	15791353	1448963	uvrD	VNG2620G	COG0210L
hypothetical protein VNG2622H 	1962562	1963569	+	335	15791354	1448964	-	VNG2622H	-
riboflavin synthase subunit alpha 	1963879	1964535	+	218	15791355	1448965	ribC	VNG2624G	COG0307H
hypothetical protein VNG2625C 	1964484	1965641	-	385	15791356	1448966	-	VNG2625C	COG2339S
hypothetical protein VNG2626H 	1965732	1965824	+	30	15791357	1448967	-	VNG2626H	-
hypothetical protein VNG2627C 	1965903	1967318	+	471	15791358	1448968	-	VNG2627C	COG1530J
hypothetical protein VNG2628H 	1967327	1967698	-	123	15791359	1448969	-	VNG2628H	COG0694O
GlcK 	1967776	1968756	-	326	15791360	1448970	glcK	VNG2629G	COG1940KG
hypothetical protein VNG2631H 	1968823	1969428	-	201	15791361	1448971	-	VNG2631H	COG2013S
YusZ2 	1969542	1970282	+	246	15791362	1448972	yusZ2	VNG2632G	COG1028IQR
hypothetical protein VNG2633H 	1970298	1970495	-	65	15791363	1448973	-	VNG2633H	-
hypothetical protein VNG2634H 	1970550	1971122	-	190	15791364	1448974	-	VNG2634H	COG4894S
hypothetical protein VNG2636G 	1971212	1974160	+	982	15791365	1448975	uvrA	VNG2636G	COG0178L
hypothetical protein VNG2637H 	1974232	1975149	+	305	15791366	1448976	-	VNG2637H	-
BchP 	1975213	1976295	+	360	15791367	1448977	bchP	VNG2638G	COG0644C
UDP-N-acetylglucosamine 2-epimerase 	1976303	1977676	-	457	15791368	1448978	uae	VNG2639G	COG0381M
GcvT2 	1977745	1978779	-	344	15791369	1448979	gcvT2	VNG2640G	COG0404E
hypothetical protein VNG2641H 	1978824	1979123	-	99	15791370	1448980	-	VNG2641H	-
hypothetical protein VNG2642H 	1979205	1980146	+	313	15791371	1448981	-	VNG2642H	-
hypothetical protein VNG2643H 	1980191	1980583	+	130	15791372	1448982	-	VNG2643H	-
hypothetical protein VNG2644C 	1980692	1981048	-	118	15791373	1448983	-	VNG2644C	COG2450S
hypothetical protein VNG2644a 	1981201	1981929	+	242	16554523	1449075	-	VNG2644a	COG3342S
